v1_page,v1_nav_status,v1_top_section,v1_title,v1_page_content_summary,v1_key_topics,v1_state,v1_state_flags,v1_state_rationale,v1_state_confidence,recommended_target_type,recommended_v2_tab,recommended_v2_anchor,recommended_v2_group_path,recommended_v2_route,recommended_v2_route_in_docs_json,recommended_v2_target_file_exists,recommended_v2_target_file_path,recommended_new_location,coverage_grade,coverage_rationale,deprecate_or_supersede_recommendation,recommended_action,confidence_score,adjudication_status,notes,seed_row_present,seed_target_match_status,phase1_primary_wp,phase1_wps,phase1_scope,phase1_status,phase1_owner,phase1_notes,phase1_updated_at
v1/references/example-applications,in_v1_nav,references,Example Applications,Example Applications. Curated collection of Livepeer example applications and integrations,example|applications|react|create|livestream|curated,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.40 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.47,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.40, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/go-livepeer/bandwidth-requirements,in_v1_nav,references,Bandwidth Requirements,"Bandwidth Requirements. The bandwidth requirements for video miners are based on the amount of video data that needs to be uploaded and downloaded during transcoding. The amount of available bandwidth will not only impact the number of streams that can be transcoded on a machine, but also the speed of data upload/download which needs to be fast so that video streaming applications can receive transcoded results as soon as possible.",bandwidth|stream|can|requirements|video|amount,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.36 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.43,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.36, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/go-livepeer/cli-reference,in_v1_nav,references,CLI Reference,"CLI Reference. The livepeer binary in go-livepeer has a number of configurable options. You can set your configuration using command-line flags, environment variables, or a config file.",go|cli|reference|options|can|using,beta_experimental,has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.37 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.44,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.37, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/go-livepeer/gpu-support,in_v1_nav,references,GPU Support,"GPU Support. Livepeer enables node operators to transcode video on GPUs while concurrently mining cryptocurrencies and performing other CUDA operations such as machine learning. As there is a very wide range of GPU hardware out there, this document aims to crowdsource a list of specific GPU models that have been tested and verified to work on Livepeer.",gpu|support|gpus|there|document|tested,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.36 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.43,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.36, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/go-livepeer/hardware-requirements,in_v1_nav,references,Hardware Requirements,Hardware Requirements. The hardware requirements for video miners are based on the computational resources required for transcoding. ## GPU A GPU with a built-in hardware video encoder/decoder is **strongly** recommended because it will significantly speed up transcoding and it will be difficult to compete for work in the marketplace without one.,hardware|video|requirements|transcoding|will|gpus,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.37 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.44,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.37, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/go-livepeer/prometheus-metrics,in_v1_nav,references,Prometheus Metrics,Prometheus Metrics. Livepeer exposes a number of metrics via the Prometheus exporter. This page documents all metrics that you can scrape via the /metrics endpoint when the monitoring is enabled.,gateway|segment|total|metrics|orchestrator|source,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.37 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.44,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.37, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/knowledge-base/livestream,in_v1_nav,references,Livestream,"Livestream. Diagnose: We do not have a feature to livestream audio only, but it is being planned. Visit our feature request page for updates.",livestream|feature|diagnose|not|but|https,superseded,has_deprecation_notice,Page text includes explicit replacement/superseded cues.,0.95,deprecated_or_superseded,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,,superseded_obsolete,Source page appears deprecated/superseded and does not warrant direct migration.,deprecate_and_redirect_to_recommended_target,deprecate_no_new_content,0.44,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.37, resolution direct). Adjudication could not raise confidence to threshold.",false,,WP-04,WP-04,deprecation_gate_required,completed,Resources Docs Owner,Deprecation gate fields resolved in register (14/14 target set).,2026-03-02T10:44:38.739Z
v1/references/knowledge-base/playback,in_v1_nav,references,Playback,"Playback. Diagnose: This is due to the low latency playback feature using WebRTC. If there are bframes in the stream, the default behavior is to fallback to HLS playback, which means a slight increase in latency.",stream|playback|using|if|settings|player,beta_experimental,has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.37 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.44,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.37, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/knowledge-base/vod,in_v1_nav,references,Vod,Vod. Diagnose: The playback format is HLS and for any asset that is Diagnose: You can use our webhook to get the status of an asset while it is being uploaded. Workaround: You can use these events for asset statuses: asset.created asset.updated asset.ready asset.failed asset.deleted https://docs.livepeer.org/guides/developing/listen-for-webhooks#request Diagnose: A new asset with a different Id will be created.,asset|diagnose|playback|use|workaround|check,legacy,,Default legacy classification for v1 content.,0.72,new_group_in_existing_tab,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,not_covered,Best candidate score 0.36 against English IA route v2/developers/technical-references/awesome-livepeer.,review_for_deprecation_or_merge,create_new_group,0.43,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.36, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/references/subgraph,orphan_not_in_v1_nav,references,Awesome Livepeer,Awesome Livepeer.,references|subgraph|awesome,orphan_not_in_nav,not_in_v1_docs_json_nav,Page exists in filesystem but is not referenced in v1 docs.json navigation.,0.9,new_page_in_existing_group,Developers,,Technical References,,true,true,v2/developers/technical-references/awesome-livepeer.mdx,Developers > Technical References,minimally_covered,Best candidate score 0.57 against English IA route v2/developers/technical-references/awesome-livepeer.,no_deprecation_recommended,create_new_page,0.64,needs_manual_review,"Top candidate: v2/developers/technical-references/awesome-livepeer (score 0.57, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Resources Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/go,in_v1_nav,sdks,Go,Go. Learn how to create your first stream using the Livepeer Go SDK.,go|sdk|create|first|stream|get,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/introduction,in_v1_nav,sdks,SDKs,"SDKs. Explore developer SDKs, pre-built UI components, and tools for interacting with the Livepeer Studio API.",sdks|api|components|studio|server|side,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,Developer Platforms,Livepeer Studio > Reference,,true,true,v2/platforms/livepeer-studio/reference/sdks.mdx,Developers > Developer Platforms > Livepeer Studio > Reference,minimally_covered,Best candidate score 0.59 against English IA route v2/platforms/livepeer-studio/reference/sdks.,no_deprecation_recommended,create_new_page,0.66,needs_manual_review,"Top candidate: v2/platforms/livepeer-studio/reference/sdks (score 0.59, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/javascript,in_v1_nav,sdks,JavaScript,JavaScript. Learn how to create your first stream using the Livepeer Javascript SDK.,javascript|sdk|create|first|stream|get,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/python,in_v1_nav,sdks,Python,Python. Learn how to create your first stream using the Livepeer Python SDK.,python|sdk|create|first|stream|get,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/Broadcast,in_v1_nav,sdks,Broadcast,"Broadcast. A comprehensive example showcasing the integration of various `@livepeer/react/broadcast` components to create a full-featured broadcast interface with controls, settings, and device selection.",broadcast|react|comprehensive|example|full|controls,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Audio,in_v1_nav,sdks,Audio,Audio. The `AudioEnabledTrigger` and `AudioEnabledIndicator` components provide controls and visual cues for audio input state during media broadcast.,audio|audioenabledtrigger|components|input|together|broadcast,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Camera,in_v1_nav,sdks,Camera,Camera. The `VideoEnabledTrigger` and `VideoEnabledIndicator` components provide gateways with interactive controls and visual cues to manage the video enabled state during a broadcast.,video|videoenabledtrigger|components|together|broadcast|camera,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.51 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Container,in_v1_nav,sdks,Container,Container. The `Container` component is the container element for Broadcast. It wraps all other elements and acts as an aspect ratio container by default.,container|element|aspect|ratio|broadcast|based,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Controls,in_v1_nav,sdks,Controls,"Controls. The `Controls` component provides an interactive container for all other broadcast control elements such as `AudioTrigger`, `Fullscreen`, etc.",controls|broadcast|component|based|user|interaction,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.51 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Enabled,in_v1_nav,sdks,Enable,"Enable. The `EnabledTrigger` and `EnabledIndicator` components provide gateways with interactive controls and visual cues to manage the ""enabled"" state of the broadcast.",enabled|broadcast|components|state|stop|based,beta_experimental,sdk_reference_page|has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,review_for_deprecation_or_merge,create_new_page,0.58,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Error,in_v1_nav,sdks,Error,Error. The `ErrorIndicator` component is a visual representation of error states in broadcast based on error types.,error|component|based|types|props|broadcast,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Fullscreen,in_v1_nav,sdks,Fullscreen,Fullscreen. The `FullscreenIndicator` and `FullscreenTrigger` components provide visual cues and interactive elements for fullscreen functionality.,fullscreen|fullscreenindicator|animations|all|boolean|components,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/get-ingest,in_v1_nav,sdks,getIngest,getIngest. `getIngest` is a utility function for converting various types of ingest information into a standardized WHIP URL format suitable for broadcasting.,url|whip|ingest|getingest|types|broadcasting,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.51 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Loading,in_v1_nav,sdks,Loading,Loading. The `LoadingIndicator` component is a visual indicator of the loading state of the media.,loading|component|state|props|loadingindicator|based,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/PictureInPicture,in_v1_nav,sdks,Picture in Picture,Picture in Picture. The `PictureInPictureTrigger` component toggles the picture-in-picture mode.,picture|data|component|visible|mode|which,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Portal,in_v1_nav,sdks,Portal,Portal. The `Portal` component allows projection of content into different parts of the DOM.,portal|react|component|parts|components|children,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Root,in_v1_nav,sdks,Root,Root. The `Broadcast.Root` component is the React Context wrapper for Broadcast.,broadcast|root|react|component|webrtc|whip,beta_experimental,sdk_reference_page|has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,review_for_deprecation_or_merge,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Screenshare,in_v1_nav,sdks,Screenshare,Screenshare. The `ScreenshareTrigger` and `ScreenshareIndicator` components provide gateways with controls for managing the screenshare state.,screenshare|screenshareindicator|all|animations|screensharetrigger|components,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Source,in_v1_nav,sdks,Source,Source. The `SourceSelect` component provides gateways with a dropdown interface to choose between different media source devices like cameras and microphones.,source|sourceselect|component|all|components|react,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.51 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.58,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.51, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Status,in_v1_nav,sdks,Status,Status. The `StatusIndicator` component provides visual cues for the broadcast status.,status|broadcast|statusindicator|component|provides|visual,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/useBroadcastContext,in_v1_nav,sdks,useBroadcastContext,useBroadcastContext. The `useBroadcastContext` hook lets you build custom components which interact directly with the Broadcast state store.,broadcast|usebroadcastcontext|state|zustand|hook|store,beta_experimental,sdk_reference_page|has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.52 against English IA route v2/developers/technical-references/sdks.,review_for_deprecation_or_merge,create_new_page,0.59,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.52, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/broadcast/Video,in_v1_nav,sdks,Video,Video. The `Video` component is a container for previewing broadcast video content.,video|broadcast|component|audio|toggle|props,beta_experimental,sdk_reference_page|has_beta_label,Page text indicates beta/experimental or preview status.,0.88,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,review_for_deprecation_or_merge,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/getting-started,in_v1_nav,sdks,Getting Started,Getting Started. Get started building with Livepeer React,react|primitives|started|build|player|experience,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/asset/useAsset,in_v1_nav,sdks,useAsset,useAsset. React Hook for retrieving an asset.,asset|return|react|useasset|hook|retrieving,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.54 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.61,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.54, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
v1/sdks/react/migration/3.x/asset/useAssetMetrics,in_v1_nav,sdks,useAssetMetrics,useAssetMetrics. React Hook for retrieving metrics for an asset.,asset|metrics|hook|id|react|useassetmetrics,legacy,sdk_reference_page,Default legacy classification for v1 content.,0.72,new_page_in_existing_group,Developers,,Technical References > SDKs & APIs,,true,true,v2/developers/technical-references/sdks.mdx,Developers > Technical References > SDKs & APIs,minimally_covered,Best candidate score 0.53 against English IA route v2/developers/technical-references/sdks.,no_deprecation_recommended,create_new_page,0.6,needs_manual_review,"Top candidate: v2/developers/technical-references/sdks (score 0.53, resolution direct). Adjudication could not raise confidence to threshold.",false,,,,out_of_scope_phase1,deferred,Developers Docs Owner,Deferred to later phase work packages.,2026-03-02T10:44:38.739Z
