as_of_date,file_path,route_path,cohort,page_kind,doc_type_primary,accuracy_2026_status,accuracy_2026_confidence,accuracy_2026_score,clarity_score,verifiability_score,docs_framework_fit_score,rfp_page_compliance_score,completeness_score,actionability_score,audience_fit_score,machine_readability_score,maintenance_quality_score,human_usefulness_score,agent_usefulness_score,human_band,agent_band,claims_extracted_count,verification_sources_count,source_types_used,source_freshness_oldest_date,source_freshness_latest_date,flags_human,verification_notes
2026-02-23,v2/lpt/treasury/proposals.mdx,/v2/lpt/treasury/proposals,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,4.1,5,3.2,3.5,4.4,2,66,60,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/daydream/overview.mdx,/v2/platforms/daydream/overview,public,tutorial,tutorial,provisional,0.15,1.9,4.2,1.4,2.3,3.3,3.4,1.2,3.5,4.4,2,55,54,usable_needs_work,usable_needs_work,5,0,,,,accuracy needs review; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/daydream/overview/overview.mdx,/v2/platforms/daydream/overview/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,3.5,4.4,1.2,3.5,4.4,2,60,59,usable_needs_work,usable_needs_work,9,0,,,,accuracy needs review; verification required,Verified 0/9 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/daydream/overview/quickstart.mdx,/v2/platforms/daydream/overview/quickstart,public,tutorial,tutorial,provisional,0.15,1.9,4.2,1.4,3.7,3.9,4.4,2.8,3.5,4.4,2,65,62,usable_needs_work,usable_needs_work,9,0,,,,accuracy needs review; verification required,Verified 0/9 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/ecosystem-products.mdx,/v2/platforms/ecosystem-products,public,content_explanation,explanation,provisional,0.15,0,0,0,0,0,0,0,0,0,0,0,0,empty,empty,0,0,,,,accuracy needs review; empty; missing frontmatter,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/embody/overview.mdx,/v2/platforms/embody/overview,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.2,2.4,1.8,0,0.5,3.5,3.6,2,29,34,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/frameworks/overview.mdx,/v2/platforms/frameworks/overview,public,tutorial,tutorial,provisional,0.15,1.9,4.2,1.2,2.3,3.3,3.4,1.2,3.5,4.4,2,54,54,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/frameworks/overview/overview.mdx,/v2/platforms/frameworks/overview/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.4,3.5,3.5,4.4,1.2,3.5,4.4,2,60,59,usable_needs_work,usable_needs_work,8,0,,,,accuracy needs review; verification required,Verified 0/8 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/frameworks/overview/quickstart.mdx,/v2/platforms/frameworks/overview/quickstart,public,tutorial,tutorial,provisional,0.15,1.9,4.2,1.4,3.7,3.9,4.4,2.8,3.5,4.4,2,65,62,usable_needs_work,usable_needs_work,11,0,,,,accuracy needs review; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/index.mdx,/v2/platforms,public,generated_index,landing,provisional,0.15,1.9,4.3,0.2,4.2,3,3.8,1.2,3.5,2,1.5,55,48,usable_needs_work,incomplete_risky,1,0,,,,accuracy needs review; generated index; missing frontmatter; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/access-control/jwt.mdx,/v2/platforms/livepeer-studio/access-control/jwt,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,3.6,3.4,2.4,3.5,4.4,2,59,56,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/access-control/overview.mdx,/v2/platforms/livepeer-studio/access-control/overview,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.9,2.7,1.2,0.8,3.5,4.4,2,43,45,incomplete_risky,incomplete_risky,3,0,,,,accuracy needs review; thin content; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/access-control/webhooks.mdx,/v2/platforms/livepeer-studio/access-control/webhooks,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1,3.5,3.6,3.4,2.4,3.5,4.4,2,60,57,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/analytics/listen-to-events.mdx,/v2/platforms/livepeer-studio/analytics/listen-to-events,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,3.8,4.4,2.7,3.5,4.4,2,63,58,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/analytics/overview.mdx,/v2/platforms/livepeer-studio/analytics/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1,3.5,3.3,3.4,1.2,3.5,4.4,2,56,55,usable_needs_work,usable_needs_work,6,0,,,,accuracy needs review; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/analytics/webhooks.mdx,/v2/platforms/livepeer-studio/analytics/webhooks,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,3.6,3.4,2.7,3.5,4.4,2,60,57,usable_needs_work,usable_needs_work,6,0,,,,accuracy needs review; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/delete.mdx,/v2/platforms/livepeer-studio/api-reference/assets/delete,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/get-all.mdx,/v2/platforms/livepeer-studio/api-reference/assets/get-all,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/get.mdx,/v2/platforms/livepeer-studio/api-reference/assets/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/overview.mdx,/v2/platforms/livepeer-studio/api-reference/assets/overview,public,reference,reference,provisional,0.15,1.9,4.2,0.2,3.1,3.3,3.4,1.2,3.5,4.4,2,54,52,usable_needs_work,usable_needs_work,6,0,,,,accuracy needs review; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/update.mdx,/v2/platforms/livepeer-studio/api-reference/assets/update,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/upload-via-url.mdx,/v2/platforms/livepeer-studio/api-reference/assets/upload-via-url,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/assets/upload.mdx,/v2/platforms/livepeer-studio/api-reference/assets/upload,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/multistream/create.mdx,/v2/platforms/livepeer-studio/api-reference/multistream/create,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/multistream/delete.mdx,/v2/platforms/livepeer-studio/api-reference/multistream/delete,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/multistream/get-all.mdx,/v2/platforms/livepeer-studio/api-reference/multistream/get-all,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/multistream/get.mdx,/v2/platforms/livepeer-studio/api-reference/multistream/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/multistream/overview.mdx,/v2/platforms/livepeer-studio/api-reference/multistream/overview,public,reference,reference,provisional,0.15,1.9,2,0.2,3.1,2,0.2,0.5,3.5,4,2,33,38,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/multistream/update.mdx,/v2/platforms/livepeer-studio/api-reference/multistream/update,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/playback/get.mdx,/v2/platforms/livepeer-studio/api-reference/playback/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/playback/overview.mdx,/v2/platforms/livepeer-studio/api-reference/playback/overview,public,reference,reference,provisional,0.15,1.9,3.5,0.2,3.1,2.8,1.6,0.8,3.5,4.4,2,45,46,incomplete_risky,incomplete_risky,4,0,,,,accuracy needs review; thin content; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/create-user.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/create-user,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/create.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/create,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/delete.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/delete,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/get-user.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/get-user,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/get.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/overview.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/overview,public,reference,reference,provisional,0.15,1.9,2,0.2,3.1,2,0.2,0.5,3.5,4,2,33,38,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/remove-user.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/remove-user,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/start-egress.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/start-egress,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/stop-egress.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/stop-egress,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/update-user.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/update-user,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/rooms/update.mdx,/v2/platforms/livepeer-studio/api-reference/rooms/update,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/sessions/get-all.mdx,/v2/platforms/livepeer-studio/api-reference/sessions/get-all,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/sessions/get-clip.mdx,/v2/platforms/livepeer-studio/api-reference/sessions/get-clip,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/sessions/get-recording.mdx,/v2/platforms/livepeer-studio/api-reference/sessions/get-recording,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/sessions/get.mdx,/v2/platforms/livepeer-studio/api-reference/sessions/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/sessions/overview.mdx,/v2/platforms/livepeer-studio/api-reference/sessions/overview,public,reference,reference,provisional,0.15,1.9,2,0.2,3.1,2,0.2,0.5,3.5,4,2,33,38,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/signing-keys/create.mdx,/v2/platforms/livepeer-studio/api-reference/signing-keys/create,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/signing-keys/delete.mdx,/v2/platforms/livepeer-studio/api-reference/signing-keys/delete,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/signing-keys/get-all.mdx,/v2/platforms/livepeer-studio/api-reference/signing-keys/get-all,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/signing-keys/get.mdx,/v2/platforms/livepeer-studio/api-reference/signing-keys/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/signing-keys/overview.mdx,/v2/platforms/livepeer-studio/api-reference/signing-keys/overview,public,reference,reference,provisional,0.15,1.9,2,0.2,3.1,2,0.2,0.5,3.5,4,2,33,38,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/signing-keys/update.mdx,/v2/platforms/livepeer-studio/api-reference/signing-keys/update,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/add-multistream-target.mdx,/v2/platforms/livepeer-studio/api-reference/streams/add-multistream-target,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/create-clip.mdx,/v2/platforms/livepeer-studio/api-reference/streams/create-clip,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/create.mdx,/v2/platforms/livepeer-studio/api-reference/streams/create,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/delete-multistream-target.mdx,/v2/platforms/livepeer-studio/api-reference/streams/delete-multistream-target,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/delete.mdx,/v2/platforms/livepeer-studio/api-reference/streams/delete,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/get-all.mdx,/v2/platforms/livepeer-studio/api-reference/streams/get-all,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/get-clip.mdx,/v2/platforms/livepeer-studio/api-reference/streams/get-clip,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/get.mdx,/v2/platforms/livepeer-studio/api-reference/streams/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/overview.mdx,/v2/platforms/livepeer-studio/api-reference/streams/overview,public,reference,reference,provisional,0.15,1.9,4.2,0.2,3.1,3.3,3.4,1.2,3.5,4.4,2,54,52,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/terminate.mdx,/v2/platforms/livepeer-studio/api-reference/streams/terminate,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/streams/update.mdx,/v2/platforms/livepeer-studio/api-reference/streams/update,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/tasks/get-all.mdx,/v2/platforms/livepeer-studio/api-reference/tasks/get-all,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/tasks/get.mdx,/v2/platforms/livepeer-studio/api-reference/tasks/get,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/tasks/overview.mdx,/v2/platforms/livepeer-studio/api-reference/tasks/overview,public,reference,reference,provisional,0.15,1.9,2,0.2,3.1,2,0.2,0.5,3.5,4,2,33,38,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/platforms/livepeer-studio/api-reference/transcode/create.mdx,/v2/platforms/livepeer-studio/api-reference/transcode/create,public,api_reference_stub,reference,provisional,0.15,1.9,2,1.6,4.1,3.2,3.2,2.5,3.5,4.8,2,53,55,usable_needs_work,usable_needs_work,0,0,,,,accuracy needs review; thin content; api reference stub,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/platforms/livepeer-studio/api-reference/transcode/overview.mdx,/v2/platforms/livepeer-studio/api-reference/transcode/overview,public,reference,reference,provisional,0.15,1.9,2,0.2,3.1,2,0.2,0.5,3.5,4,2,33,38,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
